,CLASSIFICADOR,PRECISAO,REVOGACAO,F1,TREINAMENTO [s],TESTE [s] 
0,AutoEncoder,0.5,0.5,0.5,2.927001476287842,0.03499746322631836
1,AutoEncoder,0.5,0.5,0.5,1.6199839115142822,0.03300118446350098
2,AutoEncoder,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.3399558067321777,0.03500199317932129
3,AutoEncoder,0.5,0.5,0.5,1.4961090087890625,0.031003713607788086
4,AutoEncoder,0.5,0.5,0.5,1.2971992492675781,0.033034324645996094
5,AutoEncoder,0.5,0.5,0.5,1.4809236526489258,0.03603529930114746
6,AutoEncoder,0.5,0.5,0.5,1.280247449874878,0.03501391410827637
7,AutoEncoder,0.5,0.5,0.5,1.4824035167694092,0.03401947021484375
8,AutoEncoder,0.08333333333333333,0.08333333333333333,0.08333333333333333,1.2831261157989502,0.03302574157714844
9,AutoEncoder,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3055787086486816,0.22981953620910645
10,AutoEncoder,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.2837870121002197,0.03199958801269531
11,AutoEncoder,0.5833333333333334,0.5833333333333334,0.5833333333333334,1.2898516654968262,0.0339970588684082
12,AutoEncoder,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.5026252269744873,0.03238558769226074
13,AutoEncoder,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.3517224788665771,0.038004398345947266
14,AutoEncoder,0.5833333333333334,0.5833333333333334,0.5833333333333334,1.4969327449798584,0.03299117088317871
15,AutoEncoder,1.0,1.0,1.0,1.2889199256896973,0.0330204963684082
16,AutoEncoder,0.75,0.75,0.75,1.5850005149841309,0.03599953651428223
17,AutoEncoder,0.5,0.5,0.5,1.3851029872894287,0.03489565849304199
18,AutoEncoder,0.75,0.75,0.75,1.639000654220581,0.035999298095703125
19,AutoEncoder,0.75,0.75,0.75,1.2820448875427246,0.03396415710449219
20,AutoEncoder,0.5,0.5,0.5,1.2937874794006348,0.24002766609191895
21,AutoEncoder,0.5,0.5,0.5,1.2855849266052246,0.03403830528259277
22,AutoEncoder,0.5,0.5,0.5,1.280665636062622,0.03239035606384277
23,AutoEncoder,0.5833333333333334,0.5833333333333334,0.5833333333333334,1.5817594528198242,0.03200030326843262
24,AutoEncoder,0.5,0.5,0.5,1.2849664688110352,0.03401613235473633
25,AutoEncoder,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.513012170791626,0.03286862373352051
26,AutoEncoder,0.5,0.5,0.5,1.280308485031128,0.03400015830993652
27,AutoEncoder,0.5,0.5,0.5,1.3312370777130127,0.035060882568359375
28,AutoEncoder,0.5,0.5,0.5,1.5816328525543213,0.03603339195251465
29,AutoEncoder,0.5,0.5,0.5,1.311955213546753,0.03300142288208008
30,AutoEncoder,0.5,0.5,0.5,1.3171043395996094,0.033998966217041016
31,AutoEncoder,0.5833333333333334,0.5833333333333334,0.5833333333333334,1.5586752891540527,0.033035993576049805
32,AutoEncoder,0.5,0.5,0.5,1.3208062648773193,0.03502535820007324
33,AutoEncoder,0.5833333333333334,0.5833333333333334,0.5833333333333334,1.6386127471923828,0.034000396728515625
34,AutoEncoder,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.351001262664795,0.03599739074707031
35,AutoEncoder,0.5,0.5,0.5,1.3314688205718994,0.035976409912109375
