,CLASSIFICADOR,PRECISAO,REVOGACAO,F1,TREINAMENTO [s],TESTE [s] 
45,"AutoEncoder {'batch_size': 8, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.7539994716644287,0.04103589057922363
46,"AutoEncoder {'batch_size': 8, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.4330594539642334,0.03793978691101074
47,"AutoEncoder {'batch_size': 8, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.506950855255127,0.0410001277923584
48,"AutoEncoder {'batch_size': 4, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.5770361423492432,0.039963483810424805
49,"AutoEncoder {'batch_size': 4, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,2.078023672103882,0.03597402572631836
50,"AutoEncoder {'batch_size': 4, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.4230351448059082,0.03496503829956055
51,"AutoEncoder {'batch_size': 4, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.4070382118225098,0.03596210479736328
52,"AutoEncoder {'batch_size': 8, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.6689672470092773,0.03699803352355957
53,"AutoEncoder {'batch_size': 8, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.3870024681091309,0.03599667549133301
54,"AutoEncoder {'batch_size': 8, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.3839614391326904,0.04200029373168945
55,"AutoEncoder {'batch_size': 8, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.4580013751983643,0.03800010681152344
56,"AutoEncoder {'batch_size': 4, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.8910002708435059,0.03599715232849121
57,"AutoEncoder {'batch_size': 4, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.4179601669311523,0.03600049018859863
58,"AutoEncoder {'batch_size': 4, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.4330010414123535,0.03603315353393555
59,"AutoEncoder {'batch_size': 4, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.6679661273956299,0.03405404090881348
60,"AutoEncoder {'batch_size': 8, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.3980002403259277,0.04396414756774902
61,"AutoEncoder {'batch_size': 8, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.3859658241271973,0.03599810600280762
62,"AutoEncoder {'batch_size': 8, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.3849468231201172,0.03505682945251465
63,"AutoEncoder {'batch_size': 8, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.7349541187286377,0.036036014556884766
64,"AutoEncoder {'batch_size': 4, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.4299545288085938,0.036000967025756836
65,"AutoEncoder {'batch_size': 4, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.4689981937408447,0.03599977493286133
66,"AutoEncoder {'batch_size': 4, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.460038423538208,0.035964250564575195
67,"AutoEncoder {'batch_size': 4, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.4179668426513672,0.03602147102355957
68,"AutoEncoder {'batch_size': 8, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.9709656238555908,0.037003517150878906
69,"AutoEncoder {'batch_size': 8, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.392998218536377,0.03599858283996582
70,"AutoEncoder {'batch_size': 8, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.3849637508392334,0.037000417709350586
71,"AutoEncoder {'batch_size': 8, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.403998851776123,0.03496408462524414
72,"AutoEncoder {'batch_size': 4, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.9330191612243652,0.036980628967285156
73,"AutoEncoder {'batch_size': 4, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.4137060642242432,0.03696560859680176
74,"AutoEncoder {'batch_size': 4, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.4100351333618164,0.038965463638305664
75,"AutoEncoder {'batch_size': 4, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.450028657913208,0.043007612228393555
76,"AutoEncoder {'batch_size': 8, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.7545380592346191,0.03600263595581055
77,"AutoEncoder {'batch_size': 8, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.3849632740020752,0.037000179290771484
78,"AutoEncoder {'batch_size': 8, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.4070041179656982,0.037995338439941406
79,"AutoEncoder {'batch_size': 8, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.5230276584625244,0.0439755916595459
80,"AutoEncoder {'batch_size': 4, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.9420413970947266,0.03595542907714844
81,"AutoEncoder {'batch_size': 4, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.410973072052002,0.03800678253173828
82,"AutoEncoder {'batch_size': 4, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.4260003566741943,0.03705286979675293
83,"AutoEncoder {'batch_size': 4, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.4070005416870117,0.03599905967712402
84,"AutoEncoder {'batch_size': 8, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.697056770324707,0.03594565391540527
85,"AutoEncoder {'batch_size': 8, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.4040002822875977,0.04199981689453125
86,"AutoEncoder {'batch_size': 8, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.5400004386901855,0.047017812728881836
87,"AutoEncoder {'batch_size': 8, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.5179789066314697,0.04798555374145508
88,"AutoEncoder {'batch_size': 4, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.6169981956481934,0.04400777816772461
89,"AutoEncoder {'batch_size': 4, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.9930541515350342,0.036946773529052734
90,"AutoEncoder {'batch_size': 4, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.4359524250030518,0.03600120544433594
91,"AutoEncoder {'batch_size': 4, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.438004970550537,0.03796124458312988
92,"AutoEncoder {'batch_size': 8, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.401953935623169,0.03899812698364258
93,"AutoEncoder {'batch_size': 8, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.7510027885437012,0.03602337837219238
94,"AutoEncoder {'batch_size': 8, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.396998405456543,0.03600120544433594
95,"AutoEncoder {'batch_size': 8, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.4670028686523438,0.038108110427856445
96,"AutoEncoder {'batch_size': 4, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.4729969501495361,0.03803539276123047
97,"AutoEncoder {'batch_size': 4, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.4459517002105713,0.03499913215637207
98,"AutoEncoder {'batch_size': 4, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.4220623970031738,0.0349733829498291
99,"AutoEncoder {'batch_size': 4, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,2.0999913215637207,0.0359649658203125
100,"AutoEncoder {'batch_size': 8, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.459965705871582,0.03699970245361328
101,"AutoEncoder {'batch_size': 8, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.408034086227417,0.03598475456237793
102,"AutoEncoder {'batch_size': 8, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.4270012378692627,0.03599810600280762
103,"AutoEncoder {'batch_size': 8, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.878000259399414,0.039998769760131836
104,"AutoEncoder {'batch_size': 4, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.4470813274383545,0.03692173957824707
105,"AutoEncoder {'batch_size': 4, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.5019967555999756,0.0390012264251709
106,"AutoEncoder {'batch_size': 4, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.421018362045288,0.03594827651977539
107,"AutoEncoder {'batch_size': 4, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.5020642280578613,0.03693556785583496
108,"AutoEncoder {'batch_size': 8, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.4069559574127197,0.03599905967712402
109,"AutoEncoder {'batch_size': 8, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,2.0589656829833984,0.03702855110168457
110,"AutoEncoder {'batch_size': 8, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.3859894275665283,0.0359952449798584
111,"AutoEncoder {'batch_size': 8, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.398972988128662,0.03802490234375
112,"AutoEncoder {'batch_size': 4, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.4240210056304932,0.03698158264160156
113,"AutoEncoder {'batch_size': 4, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.4360332489013672,0.036971092224121094
114,"AutoEncoder {'batch_size': 4, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.4669997692108154,0.03600311279296875
115,"AutoEncoder {'batch_size': 4, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,2.212509870529175,0.037999629974365234
116,"AutoEncoder {'batch_size': 8, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.4020004272460938,0.03600168228149414
117,"AutoEncoder {'batch_size': 8, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.3889515399932861,0.03501725196838379
118,"AutoEncoder {'batch_size': 8, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.3950350284576416,0.03596615791320801
119,"AutoEncoder {'batch_size': 8, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.40596604347229,0.033998966217041016
120,"AutoEncoder {'batch_size': 4, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,2.0380208492279053,0.03794264793395996
121,"AutoEncoder {'batch_size': 4, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.4650003910064697,0.03900027275085449
122,"AutoEncoder {'batch_size': 4, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.466001272201538,0.036997318267822266
123,"AutoEncoder {'batch_size': 4, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.4440014362335205,0.037000179290771484
124,"AutoEncoder {'batch_size': 8, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.3850383758544922,0.03896450996398926
125,"AutoEncoder {'batch_size': 8, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.8875176906585693,0.041010141372680664
126,"AutoEncoder {'batch_size': 8, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.404045581817627,0.0379796028137207
127,"AutoEncoder {'batch_size': 8, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.3980019092559814,0.03699851036071777
128,"AutoEncoder {'batch_size': 4, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.435032606124878,0.03596901893615723
129,"AutoEncoder {'batch_size': 4, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.4089999198913574,0.03999829292297363
130,"AutoEncoder {'batch_size': 4, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,2.0550036430358887,0.03401064872741699
131,"AutoEncoder {'batch_size': 4, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.4330017566680908,0.036012887954711914
132,"AutoEncoder {'batch_size': 8, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.3929898738861084,0.03599667549133301
133,"AutoEncoder {'batch_size': 8, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.3779540061950684,0.03702354431152344
134,"AutoEncoder {'batch_size': 8, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.3909997940063477,0.041002750396728516
135,"AutoEncoder {'batch_size': 8, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.464965581893921,0.04100298881530762
136,"AutoEncoder {'batch_size': 4, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,2.0279629230499268,0.03500080108642578
137,"AutoEncoder {'batch_size': 4, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.4220356941223145,0.03596615791320801
138,"AutoEncoder {'batch_size': 4, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.4449894428253174,0.03802490234375
139,"AutoEncoder {'batch_size': 4, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.4169530868530273,0.03503584861755371
140,"AutoEncoder {'batch_size': 8, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.363422155380249,0.03601241111755371
141,"AutoEncoder {'batch_size': 8, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.8269884586334229,0.0360107421875
142,"AutoEncoder {'batch_size': 8, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.38498854637146,0.0360105037689209
143,"AutoEncoder {'batch_size': 8, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.4069771766662598,0.03600120544433594
144,"AutoEncoder {'batch_size': 4, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.4010004997253418,0.03800010681152344
145,"AutoEncoder {'batch_size': 4, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,1.4499588012695312,0.03899097442626953
146,"AutoEncoder {'batch_size': 4, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.4649999141693115,0.03703594207763672
147,"AutoEncoder {'batch_size': 4, 'dropout': 0.2, 'epochs': 10, 'hidden_neurons': [8, 4, 4, 8]}",0.5,0.5,0.5,2.1209473609924316,0.036035776138305664
148,"AutoEncoder {'batch_size': 8, 'dropout': 0, 'epochs': 10, 'hidden_neurons': [16, 8, 8, 16]}",0.5,0.5,0.5,1.3909895420074463,0.036017417907714844
