,CLASSIFICADOR,PRECISAO,REVOGACAO,F1,TREINAMENTO [s],TESTE [s] 
0,AutoEncoder LSTM,0.5,0.5,0.5,9.737349510192871,1.378000259399414
1,AutoEncoder LSTM,0.5,0.5,0.5,9.628666639328003,1.3520002365112305
2,AutoEncoder LSTM,0.8333333333333334,0.8333333333333334,0.8333333333333334,9.684089660644531,1.399024248123169
3,AutoEncoder LSTM,0.5,0.5,0.5,9.863495588302612,1.3641302585601807
4,AutoEncoder LSTM,0.8333333333333334,0.8333333333333334,0.8333333333333334,9.893048286437988,1.3720006942749023
5,AutoEncoder LSTM,0.5,0.5,0.5,9.28173017501831,2.2272861003875732
6,AutoEncoder LSTM,0.5833333333333334,0.5833333333333334,0.5833333333333334,9.802318096160889,1.355027675628662
7,AutoEncoder LSTM,0.5,0.5,0.5,10.128896951675415,1.333003044128418
8,AutoEncoder LSTM,0.08333333333333333,0.08333333333333333,0.08333333333333333,10.14136266708374,1.3289239406585693
9,AutoEncoder LSTM,0.5833333333333334,0.5833333333333334,0.5833333333333334,10.2175874710083,1.3490006923675537
10,AutoEncoder LSTM,1.0,1.0,1.0,8.97415804862976,2.5654304027557373
11,AutoEncoder LSTM,0.6666666666666666,0.6666666666666666,0.6666666666666666,8.960261106491089,2.39302659034729
12,AutoEncoder LSTM,0.75,0.75,0.75,9.084296226501465,1.3720107078552246
13,AutoEncoder LSTM,0.9166666666666666,0.9166666666666666,0.9166666666666666,9.219140768051147,1.3510501384735107
14,AutoEncoder LSTM,0.6666666666666666,0.6666666666666666,0.6666666666666666,10.509591817855835,1.368769645690918
15,AutoEncoder LSTM,0.8333333333333334,0.8333333333333334,0.8333333333333334,10.54860782623291,1.4010004997253418
16,AutoEncoder LSTM,0.75,0.75,0.75,9.127816915512085,1.3757457733154297
17,AutoEncoder LSTM,0.5,0.5,0.5,9.200173377990723,1.4319984912872314
18,AutoEncoder LSTM,0.8333333333333334,0.8333333333333334,0.8333333333333334,10.502835988998413,1.3629984855651855
19,AutoEncoder LSTM,0.8333333333333334,0.8333333333333334,0.8333333333333334,9.191083431243896,1.3501086235046387
20,AutoEncoder LSTM,0.9166666666666666,0.9166666666666666,0.9166666666666666,10.767372131347656,1.3259389400482178
21,AutoEncoder LSTM,0.5,0.5,0.5,9.226777076721191,1.3480241298675537
22,AutoEncoder LSTM,0.5833333333333334,0.5833333333333334,0.5833333333333334,9.10649299621582,1.3360095024108887
23,AutoEncoder LSTM,0.5,0.5,0.5,9.281795024871826,1.3864316940307617
24,AutoEncoder LSTM,0.6666666666666666,0.6666666666666666,0.6666666666666666,8.998242616653442,1.3719992637634277
25,AutoEncoder LSTM,0.75,0.75,0.75,9.00861144065857,1.38800048828125
26,AutoEncoder LSTM,0.5,0.5,0.5,9.359405755996704,1.3431930541992188
27,AutoEncoder LSTM,0.5833333333333334,0.5833333333333334,0.5833333333333334,9.139063596725464,1.357353925704956
28,AutoEncoder LSTM,0.5,0.5,0.5,9.116040229797363,1.3238439559936523
29,AutoEncoder LSTM,0.5,0.5,0.5,9.220375776290894,1.3694732189178467
30,AutoEncoder LSTM,0.5,0.5,0.5,11.325340986251831,1.3831861019134521
31,AutoEncoder LSTM,0.5,0.5,0.5,9.175644636154175,1.3949995040893555
32,AutoEncoder LSTM,0.5,0.5,0.5,11.3555166721344,1.3342549800872803
33,AutoEncoder LSTM,0.75,0.75,0.75,9.050619840621948,1.3418629169464111
34,AutoEncoder LSTM,0.6666666666666666,0.6666666666666666,0.6666666666666666,9.238654613494873,1.3608002662658691
35,AutoEncoder LSTM,0.5,0.5,0.5,11.888299703598022,1.3610079288482666
